-0.85	-0.85	-0.85
-0.85	-0.85	-0.425
-0.85	-0.85	0.0
-0.85	-0.85	0.42499999999999993
-0.85	-0.85	0.85
-0.425	-0.85	-0.85
-0.425	-0.85	-0.425
-0.425	-0.85	0.0
-0.425	-0.85	0.42499999999999993
-0.425	-0.85	0.85
0.0	-0.85	-0.85
0.0	-0.85	-0.425
0.0	-0.85	0.0
0.0	-0.85	0.42499999999999993
0.0	-0.85	0.85
0.42499999999999993	-0.85	-0.85
0.42499999999999993	-0.85	-0.425
0.42499999999999993	-0.85	0.0
0.42499999999999993	-0.85	0.42499999999999993
0.42499999999999993	-0.85	0.85
0.85	-0.85	-0.85
0.85	-0.85	-0.425
0.85	-0.85	0.0
0.85	-0.85	0.42499999999999993
0.85	-0.85	0.85
-0.85	-0.425	-0.85
-0.85	-0.425	-0.425
-0.85	-0.425	0.0
-0.85	-0.425	0.42499999999999993
-0.85	-0.425	0.85
-0.425	-0.425	-0.85
-0.425	-0.425	-0.425
-0.425	-0.425	0.0
-0.425	-0.425	0.42499999999999993
-0.425	-0.425	0.85
0.0	-0.425	-0.85
0.0	-0.425	-0.425
0.0	-0.425	0.0
0.0	-0.425	0.42499999999999993
0.0	-0.425	0.85
0.42499999999999993	-0.425	-0.85
0.42499999999999993	-0.425	-0.425
0.42499999999999993	-0.425	0.0
0.42499999999999993	-0.425	0.42499999999999993
0.42499999999999993	-0.425	0.85
0.85	-0.425	-0.85
0.85	-0.425	-0.425
0.85	-0.425	0.0
0.85	-0.425	0.42499999999999993
0.85	-0.425	0.85
-0.85	0.0	-0.85
-0.85	0.0	-0.425
-0.85	0.0	0.0
-0.85	0.0	0.42499999999999993
-0.85	0.0	0.85
-0.425	0.0	-0.85
-0.425	0.0	-0.425
-0.425	0.0	0.0
-0.425	0.0	0.42499999999999993
-0.425	0.0	0.85
0.0	0.0	-0.85
0.0	0.0	-0.425
0.0	0.0	0.0
0.0	0.0	0.42499999999999993
0.0	0.0	0.85
0.42499999999999993	0.0	-0.85
0.42499999999999993	0.0	-0.425
0.42499999999999993	0.0	0.0
0.42499999999999993	0.0	0.42499999999999993
0.42499999999999993	0.0	0.85
0.85	0.0	-0.85
0.85	0.0	-0.425
0.85	0.0	0.0
0.85	0.0	0.42499999999999993
0.85	0.0	0.85
-0.85	0.42499999999999993	-0.85
-0.85	0.42499999999999993	-0.425
-0.85	0.42499999999999993	0.0
-0.85	0.42499999999999993	0.42499999999999993
-0.85	0.42499999999999993	0.85
-0.425	0.42499999999999993	-0.85
-0.425	0.42499999999999993	-0.425
-0.425	0.42499999999999993	0.0
-0.425	0.42499999999999993	0.42499999999999993
-0.425	0.42499999999999993	0.85
0.0	0.42499999999999993	-0.85
0.0	0.42499999999999993	-0.425
0.0	0.42499999999999993	0.0
0.0	0.42499999999999993	0.42499999999999993
0.0	0.42499999999999993	0.85
0.42499999999999993	0.42499999999999993	-0.85
0.42499999999999993	0.42499999999999993	-0.425
0.42499999999999993	0.42499999999999993	0.0
0.42499999999999993	0.42499999999999993	0.42499999999999993
0.42499999999999993	0.42499999999999993	0.85
0.85	0.42499999999999993	-0.85
0.85	0.42499999999999993	-0.425
0.85	0.42499999999999993	0.0
0.85	0.42499999999999993	0.42499999999999993
0.85	0.42499999999999993	0.85
